UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,BUMIPUTERA SABAH,BUMIPUTERA SARAWAK,CINA,INDIA,LAIN LAIN,MELAYU,ORANG ASLI,TOTAL ELECTORS,21 - 29,30 - 39,40 - 49,50 - 59,60 - 69,70 - 79,80 - 89,90 DAN KE ATAS,MALE ELECTORS,FEMALE ELECTORS,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE SEX,PH CANDIDATE AGE,PH VOTE,GS,GS CANDIDATE,GS CANDIDATE SEX,GS CANDIDATE AGE,GS VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,INDEPENDENT 3,INDEPENDENT 3 CANDIDATE,INDEPENDENT 3 CANDIDATE SEX,INDEPENDENT 3 CANDIDATE AGE,INDEPENDENT 3 VOTE,INDEPENDENT 4,INDEPENDENT 4 CANDIDATE,INDEPENDENT 4 CANDIDATE SEX,INDEPENDENT 4 CANDIDATE AGE,INDEPENDENT 4 VOTE,INDEPENDENT 5,INDEPENDENT 5 CANDIDATE,INDEPENDENT 5 CANDIDATE SEX,INDEPENDENT 5 CANDIDATE AGE,INDEPENDENT 5 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,VALID VOTE CHECK,TOTAL BALLOT CHECK
P.132_N.32_132/32/04_3,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/04,PENGKALAN KEMPAS,SEKOLAH KEBANGSAAN PERMATANG PASIR,1,,211,38,2,299,,551,138,234,179,,,,,,267,284,3,290,,,,,,PKR,ANWAR IBRAHIM,MALE,71,193,PAS,LT KOL (B) HAJI NAZARI,MALE,57,51,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,44,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,1,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,289,1,0,1,1
P.132_N.32_132/32/05_1,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/05,LADANG SENGKANG,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG SENGKANG,,,104,241,,5,,350,,,,139,97,83,23,8,143,207,1,217,,,,,,PKR,ANWAR IBRAHIM,MALE,71,169,PAS,LT KOL (B) HAJI NAZARI,MALE,57,6,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,1,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,1,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,31,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,1,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,1,210,7,0,1,1
P.132_N.32_132/32/05_2,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/05,LADANG SENGKANG,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG SENGKANG,,,52,266,2,27,,347,67,133,147,,,,,,191,156,2,210,,,,,,PKR,ANWAR IBRAHIM,MALE,71,169,PAS,LT KOL (B) HAJI NAZARI,MALE,57,8,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,1,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,29,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,0,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,207,3,0,1,1
P.132_N.32_132/32/06_1,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/06,KAMPONG SUNGAI RAYA,SEKOLAH KEBANGSAAN TANJONG AGAS,,1,28,7,35,279,,350,,,,17,214,79,35,5,161,189,1,245,,,,,,PKR,ANWAR IBRAHIM,MALE,71,97,PAS,LT KOL (B) HAJI NAZARI,MALE,57,66,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,1,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,1,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,79,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,0,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,244,1,0,1,1
P.132_N.32_132/32/06_2,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/06,KAMPONG SUNGAI RAYA,SEKOLAH KEBANGSAAN TANJONG AGAS,,1,39,18,14,360,,432,,,136,296,,,,,205,227,2,297,,,,,,PKR,ANWAR IBRAHIM,MALE,71,125,PAS,LT KOL (B) HAJI NAZARI,MALE,57,100,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,1,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,68,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,0,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,294,3,0,1,1
P.132_N.32_132/32/06_3,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/06,KAMPONG SUNGAI RAYA,SEKOLAH KEBANGSAAN TANJONG AGAS,,4,13,10,7,398,,432,,247,185,,,,,,226,206,3,248,,,,,,PKR,ANWAR IBRAHIM,MALE,71,109,PAS,LT KOL (B) HAJI NAZARI,MALE,57,86,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,1,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,50,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,1,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,247,1,0,1,1
P.132_N.32_132/32/06_4,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/06,KAMPONG SUNGAI RAYA,SEKOLAH KEBANGSAAN TANJONG AGAS,2,2,5,17,1,407,,434,266,168,,,,,,,207,227,4,228,,,,,,PKR,ANWAR IBRAHIM,MALE,71,101,PAS,LT KOL (B) HAJI NAZARI,MALE,57,75,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,50,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,0,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,226,2,0,1,1
P.132_N.32_132/32/07_1,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/07,PASIR PANJANG,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA PASIR PANJANG,,1,192,24,6,114,13,350,,,,,62,195,79,14,145,205,1,194,,,,,,PKR,ANWAR IBRAHIM,MALE,71,131,PAS,LT KOL (B) HAJI NAZARI,MALE,57,22,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,25,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,4,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,3,185,9,0,1,1
P.132_N.32_132/32/07_2,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/07,PASIR PANJANG,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA PASIR PANJANG,,,141,28,10,162,9,350,,,,33,317,,,,178,172,2,238,,,,,,PKR,ANWAR IBRAHIM,MALE,71,141,PAS,LT KOL (B) HAJI NAZARI,MALE,57,31,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,1,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,55,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,2,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,3,233,5,0,1,1
P.132_N.32_132/32/07_3,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/07,PASIR PANJANG,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA PASIR PANJANG,,1,168,70,12,296,35,582,,,214,368,,,,,309,273,3,388,,,,,,PKR,ANWAR IBRAHIM,MALE,71,217,PAS,LT KOL (B) HAJI NAZARI,MALE,57,68,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,1,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,87,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,0,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,3,376,12,0,1,1
P.132_N.32_132/32/07_4,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/07,PASIR PANJANG,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA PASIR PANJANG,1,,158,64,6,330,23,582,,316,266,,,,,,285,297,4,349,,,,,,PKR,ANWAR IBRAHIM,MALE,71,214,PAS,LT KOL (B) HAJI NAZARI,MALE,57,76,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,52,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,2,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,1,345,4,0,1,1
P.132_N.32_132/32/07_5,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/07,PASIR PANJANG,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA PASIR PANJANG,,1,115,68,9,379,12,584,336,248,,,,,,,292,292,5,290,,,,,,PKR,ANWAR IBRAHIM,MALE,71,161,PAS,LT KOL (B) HAJI NAZARI,MALE,57,71,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,1,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,2,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,50,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,2,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,287,3,0,1,1
P.132_N.32_132/32/08_1,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/08,BANDAR BARU SUNGGALA,SEKOLAH KEBANGSAAN INTAN PERDANA,,,59,94,9,177,11,350,,,,,151,138,51,10,172,178,1,219,,,,,,PKR,ANWAR IBRAHIM,MALE,71,116,PAS,LT KOL (B) HAJI NAZARI,MALE,57,37,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,2,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,2,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,53,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,2,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,3,215,4,0,1,1
P.132_N.32_132/32/08_2,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/08,BANDAR BARU SUNGGALA,SEKOLAH KEBANGSAAN INTAN PERDANA,2,,14,93,6,230,5,350,,,,,350,,,,151,199,2,259,,,,,,PKR,ANWAR IBRAHIM,MALE,71,142,PAS,LT KOL (B) HAJI NAZARI,MALE,57,43,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,2,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,54,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,2,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,1,244,15,0,1,1
P.132_N.32_132/32/08_3,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/08,BANDAR BARU SUNGGALA,SEKOLAH KEBANGSAAN INTAN PERDANA,1,1,25,122,6,342,4,501,,,,482,19,,,,237,264,3,326,,,,,,PKR,ANWAR IBRAHIM,MALE,71,190,PAS,LT KOL (B) HAJI NAZARI,MALE,57,50,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,1,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,81,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,1,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,1,324,2,0,1,1
P.132_N.32_132/32/08_4,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/08,BANDAR BARU SUNGGALA,SEKOLAH KEBANGSAAN INTAN PERDANA,2,,54,151,6,283,5,501,,,328,173,,,,,211,290,4,298,,,,,,PKR,ANWAR IBRAHIM,MALE,71,202,PAS,LT KOL (B) HAJI NAZARI,MALE,57,59,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,33,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,3,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,297,1,0,1,1
P.132_N.32_132/32/08_5,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/08,BANDAR BARU SUNGGALA,SEKOLAH KEBANGSAAN INTAN PERDANA,1,1,37,125,1,332,4,501,,114,387,,,,,,244,257,5,280,,,,,,PKR,ANWAR IBRAHIM,MALE,71,179,PAS,LT KOL (B) HAJI NAZARI,MALE,57,69,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,30,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,0,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,278,2,0,1,1
P.132_N.32_132/32/08_6,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/08,BANDAR BARU SUNGGALA,SEKOLAH KEBANGSAAN INTAN PERDANA,1,,37,108,7,346,2,501,,501,,,,,,,231,270,6,277,,,,,,PKR,ANWAR IBRAHIM,MALE,71,183,PAS,LT KOL (B) HAJI NAZARI,MALE,57,58,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,32,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,2,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,275,2,0,1,1
P.132_N.32_132/32/08_7,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/08,BANDAR BARU SUNGGALA,SEKOLAH KEBANGSAAN INTAN PERDANA,,2,27,113,5,352,2,501,72,429,,,,,,,260,241,7,241,,,,,,PKR,ANWAR IBRAHIM,MALE,71,159,PAS,LT KOL (B) HAJI NAZARI,MALE,57,57,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,1,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,23,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,0,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,240,1,0,1,1
P.132_N.32_132/32/08_8,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/08,BANDAR BARU SUNGGALA,SEKOLAH KEBANGSAAN INTAN PERDANA,,,22,103,4,373,,502,502,,,,,,,,240,262,8,243,,,,,,PKR,ANWAR IBRAHIM,MALE,71,159,PAS,LT KOL (B) HAJI NAZARI,MALE,57,45,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,1,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,37,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,0,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,242,1,0,1,1
P.132_N.33_132/33/01_1,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.33,SRI TANJUNG,132/33/01,KAMPONG PAYA,KOLEJ VOKASIONAL PORT DICKSON,,,155,69,6,120,,350,,,,,,258,79,13,164,186,1,176,,,,,,PKR,ANWAR IBRAHIM,MALE,71,133,PAS,LT KOL (B) HAJI NAZARI,MALE,57,13,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,2,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,20,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,3,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,171,5,0,1,1
P.132_N.33_132/33/01_2,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.33,SRI TANJUNG,132/33/01,KAMPONG PAYA,KOLEJ VOKASIONAL PORT DICKSON,,,104,92,10,144,,350,,,,,307,43,,,151,199,2,219,,,,,,PKR,ANWAR IBRAHIM,MALE,71,148,PAS,LT KOL (B) HAJI NAZARI,MALE,57,40,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,1,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,22,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,4,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,2,217,2,0,1,1
P.132_N.33_132/33/01_3,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.33,SRI TANJUNG,132/33/01,KAMPONG PAYA,KOLEJ VOKASIONAL PORT DICKSON,,,118,88,4,140,,350,,,,46,304,,,,151,199,3,228,,,,,,PKR,ANWAR IBRAHIM,MALE,71,165,PAS,LT KOL (B) HAJI NAZARI,MALE,57,34,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,2,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,2,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,21,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,3,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,227,1,0,1,1
P.132_N.33_132/33/01_4,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.33,SRI TANJUNG,132/33/01,KAMPONG PAYA,KOLEJ VOKASIONAL PORT DICKSON,,1,120,158,13,230,,522,,,,522,,,,,270,252,4,348,,,,,,PKR,ANWAR IBRAHIM,MALE,71,237,PAS,LT KOL (B) HAJI NAZARI,MALE,57,64,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,2,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,38,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,3,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,344,4,0,1,1
P.132_N.33_132/33/01_5,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.33,SRI TANJUNG,132/33/01,KAMPONG PAYA,KOLEJ VOKASIONAL PORT DICKSON,3,1,116,137,9,256,,522,,,251,271,,,,,242,280,5,329,,,,,,PKR,ANWAR IBRAHIM,MALE,71,216,PAS,LT KOL (B) HAJI NAZARI,MALE,57,71,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,1,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,37,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,1,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,1,327,2,0,1,1
P.132_N.33_132/33/01_6,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.33,SRI TANJUNG,132/33/01,KAMPONG PAYA,KOLEJ VOKASIONAL PORT DICKSON,1,,140,112,6,263,,522,,,522,,,,,,238,284,6,319,,,,,,PKR,ANWAR IBRAHIM,MALE,71,228,PAS,LT KOL (B) HAJI NAZARI,MALE,57,64,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,1,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,22,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,3,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,318,1,0,1,1
P.132_N.33_132/33/01_7,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.33,SRI TANJUNG,132/33/01,KAMPONG PAYA,KOLEJ VOKASIONAL PORT DICKSON,2,1,129,105,3,282,,522,,325,197,,,,,,261,261,7,290,,,,,,PKR,ANWAR IBRAHIM,MALE,71,199,PAS,LT KOL (B) HAJI NAZARI,MALE,57,55,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,1,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,31,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,3,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,289,1,0,1,1
P.132_N.33_132/33/01_8,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.33,SRI TANJUNG,132/33/01,KAMPONG PAYA,KOLEJ VOKASIONAL PORT DICKSON,,,159,72,5,286,,522,,522,,,,,,,281,241,8,287,,,,,,PKR,ANWAR IBRAHIM,MALE,71,208,PAS,LT KOL (B) HAJI NAZARI,MALE,57,50,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,26,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,2,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,286,1,0,1,1
P.132_N.33_132/33/01_9,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.33,SRI TANJUNG,132/33/01,KAMPONG PAYA,KOLEJ VOKASIONAL PORT DICKSON,,,161,63,1,297,,522,240,282,,,,,,,249,273,9,263,,,,,,PKR,ANWAR IBRAHIM,MALE,71,180,PAS,LT KOL (B) HAJI NAZARI,MALE,57,62,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,19,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,2,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,263,0,0,1,1
P.132_N.33_132/33/01_10,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.33,SRI TANJUNG,132/33/01,KAMPONG PAYA,KOLEJ VOKASIONAL PORT DICKSON,1,,122,73,2,327,,525,525,,,,,,,,244,281,10,284,,,,,,PKR,ANWAR IBRAHIM,MALE,71,180,PAS,LT KOL (B) HAJI NAZARI,MALE,57,64,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,1,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,33,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,4,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,282,2,0,1,1
P.132_N.33_132/33/02_1,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.33,SRI TANJUNG,132/33/02,KAMPONG ARAB,SEKOLAH KEBANGSAAN KAMPONG GELAM,2,,181,99,5,63,,350,,,,,142,157,41,10,170,180,1,215,,,,,,PKR,ANWAR IBRAHIM,MALE,71,178,PAS,LT KOL (B) HAJI NAZARI,MALE,57,18,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,3,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,12,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,2,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,1,214,1,0,1,1
P.132_N.33_132/33/02_2,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.33,SRI TANJUNG,132/33/02,KAMPONG ARAB,SEKOLAH KEBANGSAAN KAMPONG GELAM,1,,134,145,9,61,,350,,,,198,152,,,,180,170,2,230,,,,,,PKR,ANWAR IBRAHIM,MALE,71,181,PAS,LT KOL (B) HAJI NAZARI,MALE,57,17,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,4,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,16,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,8,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,226,4,0,1,1
